"Individual","Partner","Population","Density","Sex","Exploration","Aggression","LRS","Feeding_rate","Aggression_score"
"C3F7028","C3F7029","Westerheide",10.8,"M",52.670576417316,1.79696034371705,5.81577018713484,5.0540185316293,2
"C3F7029","C3F7030","Whytham Woods",9.9,"M",50.9453739837321,0.260659984698958,4.44798817973626,4.99419077754032,2
"C3F7030","C3F7031","Zvenigorod",6.3,"M",46.8445853508734,-3.69021733561768,5.61374384887353,5.4959472294965,0
"C3F7031","C3F7032","Bagley Wood",10.5,"F",48.2998973477831,0.0261733556667459,5.25268853420407,5.17227413527578,0
"C3F7032","C3F7033","Boshoek",8.3,"F",47.0616913495243,-2.20847901904874,5.20002432967061,5.30223304220636,0
"C3F7033","C3F7034","Donana",11.2,"F",49.0680194181044,0.183062659331051,4.84387033372131,4.17622622502976,2
"C3F7034","C3F7035","Forstenrieder park",10.6,"F",49.5595747929223,-1.17478469347739,3.12710372049261,2.87071036162269,0
"C3F7035","C3F7036","Gotland",10.7,"F",50.7191287139091,0.500184283560084,4.67619303003323,4.84374438107607,0
"C3F7036","C3F7037","Mont Ventoux",9.7,"M",48.9150569977995,1.15964568470498,5.0070454214476,3.90884528511595,1
"C3F7037","C3F7038","Oulu",10.8,"M",52.3584849793251,3.14187108753781,5.07589499438683,5.6228521559084,2
"C3F7038","C3F7039","Westerheide",12.2,"M",51.4123688411612,2.83587085127656,4.62688986861865,6.02137271886457,2
"C3F7039","C3F7040","Whytham Woods",10.7,"M",51.890378420478,0.844343472529077,5.46461267998578,4.90759943302968,2
"C3F7040","C3F7041","Zvenigorod",10.6,"M",50.5899600996244,0.984105300609752,5.10245560617627,4.61431941110904,0
"C3F7041","C3F7042","Bagley Wood",13.4,"F",52.1654768556238,3.42397048548212,5.34444639017032,5.04959991052964,1
"C3F7042","C3F7043","Boshoek",10.6,"F",51.3748886423748,-0.0849824178775747,4.48235244444863,5.7262469749217,1
"C3F7043","C3F7044","Donana",10.6,"F",48.3990620307897,-2.03788726956774,3.90933435793028,3.84636723987962,1
"C3F7044","C3F7045","Forstenrieder park",10.5,"F",49.6476456964282,0.16235919151256,5.26795358153225,4.51752683243419,1
"C3F7045","C3F7046","Gotland",8.5,"F",47.1853511697443,-0.924107868278199,6.42646507712416,5.40817807747198,1
"C3F7046","C3F7047","Mont Ventoux",5.6,"M",45.4531109682419,-4.40297486920497,3.54933397630247,3.44519545074268,0
"C3F7047","C3F7048","Oulu",8.8,"M",49.164750535855,-0.848134714669911,4.19386324638302,4.41694142192426,2
"C3F7048","C3F7049","Westerheide",9.4,"M",50.1703573803367,-1.57290971263893,4.38459205745446,3.25760523792647,0
"C3F7049","C3F7050","Whytham Woods",5.9,"M",48.1907935360734,-2.59376374311477,5.07026422168708,3.12040257661135,4
"C3F7050","C3F7051","Zvenigorod",6.6,"M",47.8530442770518,-1.63539679975487,5.11107067713613,3.61152364791794,2
"C3F7051","C3F7052","Bagley Wood",10.4,"F",49.2898486916208,-0.72431990753912,4.86637078584431,4.67804669141452,1
"C3F7052","C3F7053","Boshoek",9,"F",47.3164168533713,-2.15045540704199,4.71467258976105,5.74528918307856,0
"C3F7053","C3F7054","Donana",8,"F",46.9987310159823,-2.80612964497394,5.04671811446953,4.44296223297119,2
"C3F7054","C3F7055","Forstenrieder park",10.8,"F",49.3810518742513,-0.132348690505351,4.63019052784024,4.83291802492221,2
"C3F7055","C3F7056","Gotland",11,"F",50.4018967255289,1.62277291194437,5.19789588989421,5.94506324966323,1
"C3F7056","C3F7057","Mont Ventoux",9.6,"M",52.2215421058538,0.997622288258685,6.20604975704784,5.59150720257485,0
"C3F7057","C3F7058","Oulu",11.6,"M",51.1408428124605,1.68019727957509,5.30840339071705,5.04091600941669,0
"C3F7058","C3F7059","Westerheide",8.2,"M",49.8440722344841,-0.101591134296167,7.67160517258392,7.18178247696237,2
"C3F7059","C3F7060","Whytham Woods",12,"M",51.0923517997332,1.6434968504725,3.84273535101414,4.18158946196178,1
"C3F7060","C3F7061","Zvenigorod",10.6,"M",50.4630953158006,-0.14410741077268,4.43538274019298,5.23902989914424,2
"C3F7061","C3F7062","Bagley Wood",5.7,"F",45.6893832498438,-5.03418334207436,5.08614207004409,5.4180450877658,1
"C3F7062","C3F7063","Boshoek",11.2,"F",50.2475604404887,0.226563020233267,4.39616926876849,4.60856571162123,0
"C3F7063","C3F7064","Donana",8.2,"F",47.8430330542908,-2.63894464730662,5.05209963204362,5.59561086797763,0
"C3F7064","C3F7065","Forstenrieder park",6.1,"F",46.2129909876943,-6.13548041765084,2.65037134785239,1.98698763816203,2
"C3F7065","C3F7066","Gotland",11.9,"F",50.1718909497248,1.28693687163765,3.57173504666283,3.52637043908005,1
"C3F7066","C3F7067","Mont Ventoux",9.2,"M",49.5198263403125,0.562860270508311,5.25634174959279,4.37235041427973,0
"C3F7067","C3F7068","Oulu",11.1,"M",50.2432780468918,1.11987922059587,4.8545899828838,5.81508011243036,2
"C3F7068","C3F7069","Westerheide",8.4,"M",50.09675166681,0.285778166014634,6.40788075936828,5.96496057857923,1
"C3F7069","C3F7070","Whytham Woods",9.4,"M",49.0930293001942,-0.354651666993377,4.90804042188083,5.52839563236356,1
"C3F7070","C3F7071","Zvenigorod",13,"M",53.1836526339224,1.99647814948745,6.41464936719272,5.93608580523324,1
"C3F7071","C3F7072","Bagley Wood",13,"F",50.7585189674729,2.31361614477828,4.46153123138266,4.78798049198937,1
"C3F7072","C3F7073","Boshoek",9.4,"F",50.5300649521249,-0.417230997995731,5.28183809053017,5.48213675064834,0
"C3F7073","C3F7074","Donana",10.2,"F",48.4519627357195,-0.76636888660132,4.29182928994616,3.64650480736928,3
"C3F7074","C3F7075","Forstenrieder park",11.2,"F",49.310218087859,-0.0584112130057642,4.48397197073799,2.3119435157562,1
"C3F7075","C3F7076","Gotland",12.4,"F",51.4055008024331,1.8319370182046,5.19911532699471,4.88380882362649,3
"C3F7076","C3F7077","Mont Ventoux",11.6,"M",53.994607676109,0.52811629403461,5.80259748134487,6.45990371479854,1
"C3F7077","C3F7078","Oulu",11.2,"M",51.373232276465,0.00268240393294727,3.72539466262623,4.19679406242584,1
"C3F7078","C3F7079","Westerheide",8.7,"M",50.5004378031826,-1.24787457512612,4.74326174110124,5.54764478005985,1
"C3F7079","C3F7080","Whytham Woods",7.1,"M",47.9526097410279,-0.795901781054388,5.52444371313852,4.86597808944923,0
"C3F7080","C3F7081","Zvenigorod",9.2,"M",48.5618966533322,-2.354689699615,3.53527603378154,2.49018931082907,1
"C3F7081","C3F7082","Bagley Wood",8.4,"F",45.5708586594123,-2.29237920847088,5.0416538782828,4.68102568269786,1
"C3F7082","C3F7083","Boshoek",7.5,"F",46.9838922702292,-2.57681452054858,6.44847666936143,6.12230188070994,0
"C3F7083","C3F7084","Donana",12.1,"F",50.1757414831463,1.23281440568954,4.95411212166321,3.9819369396076,0
"C3F7084","C3F7085","Forstenrieder park",9.5,"F",47.606041341531,-1.47022086301044,5.42297516673483,5.83038957952584,1
"C3F7085","C3F7086","Gotland",12.3,"F",51.5997551980072,2.51144322634607,5.20510429845786,5.03212187628949,1
"C3F7086","C3F7087","Mont Ventoux",11.8,"M",54.1978377914914,2.79883075475841,6.19356915078586,6.08035050262085,0
"C3F7087","C3F7088","Oulu",11.8,"M",52.1319235971841,2.67515631072897,5.17704216858518,4.1055158676403,3
"C3F7088","C3F7089","Westerheide",10.1,"M",48.6798520018861,-0.26824167855605,3.43489490875395,4.27248639451276,2
"C3F7089","C3F7090","Whytham Woods",10.5,"M",51.3923904404985,-0.866488460761995,4.41971089243224,6.56111663855437,0
"C3F7090","C3F7091","Zvenigorod",9.1,"M",50.847112338902,-1.15112148224582,4.8453441008254,3.20018959353415,2
"C3F7091","C3F7092","Bagley Wood",14.5,"F",51.9846884329036,4.57139324038694,4.79435895025817,5.53611929391872,3
"C3F7092","C3F7093","Boshoek",9.7,"F",47.4687700364686,0.434222342849511,5.05794045157696,5.49918170892883,0
"C3F7093","C3F7094","Donana",12.5,"F",52.3807344923554,2.49003560605348,4.77491244159379,3.83616229582093,1
"C3F7094","C3F7095","Forstenrieder park",10.8,"F",52.2190970085514,1.17732313181506,4.84651823119759,4.86540060642253,0
"C3F7095","C3F7096","Gotland",9.6,"F",48.6035585878604,-0.616256351144702,5.28643425470655,4.91572702612865,0
"C3F7096","C3F7097","Mont Ventoux",11.3,"M",50.9268050387438,1.02325858415438,4.74791082080205,6.16905236100271,1
"C3F7097","C3F7098","Oulu",10,"M",51.7257746293113,1.2833672211666,5.66918156657534,6.06369700297986,1
"C3F7098","C3F7099","Westerheide",11.5,"M",52.5209424010596,1.29517333365572,3.43042877527876,4.23481092418023,1
"C3F7099","C3F7100","Whytham Woods",9.6,"M",48.8738451327531,-0.690966910033689,4.65174132337992,4.70641356909323,2
"C3F7100","C3F7101","Zvenigorod",12.8,"M",51.1069848612738,0.602024438102251,4.47235477856272,5.48472053633098,0
"C3F7101","C3F7102","Bagley Wood",11.6,"F",51.368643174084,-0.368967183049821,5.73212292225358,6.23934178097701,1
"C3F7102","C3F7103","Boshoek",11,"F",49.4448666257473,-0.696779563262469,5.24582436727323,6.22940481760117,2
"C3F7103","C3F7104","Donana",8.8,"F",47.6683160553148,-1.8781924725393,4.83118887787125,4.73448808609819,0
"C3F7104","C3F7105","Forstenrieder park",14.4,"F",54.0000817532053,2.74617978052093,5.8091776412985,5.99324280632772,1
"C3F7105","C3F7106","Gotland",10.7,"F",49.0315414170869,-0.805453041163501,3.7120332008889,4.68599113512494,1
"C3F7106","C3F7107","Mont Ventoux",12.3,"M",50.9155838128326,1.93374614178175,4.79046857581966,5.76557681991488,0
"C3F7107","C3F7108","Oulu",9.4,"M",51.0096561833526,1.32372032779002,5.25362316481918,5.41842981793046,0
"C3F7108","C3F7109","Westerheide",8.3,"M",48.6688051423105,-0.635107845053959,5.77983308103646,7.47270476559698,0
"C3F7109","C3F7110","Whytham Woods",11.7,"M",51.9842567352861,1.82103975279571,4.47321133541248,4.65101981054989,2
"C3F7110","C3F7111","Zvenigorod",13.1,"M",48.8563605767675,0.887520320088552,3.85564061834308,5.56788278070245,0
"C3F7111","C3F7112","Bagley Wood",9,"F",45.9048188194821,-5.00792769441291,3.9620849273964,4.57739559451108,1
"C3F7112","C3F7113","Boshoek",12.1,"F",51.984406042665,1.43835253442695,5.38254050854577,6.1790875243013,0
"C3F7113","C3F7114","Donana",13.7,"F",49.6640134326613,3.07869870434909,4.8423567051412,4.82392926863823,0
"C3F7114","C3F7115","Forstenrieder park",9.5,"F",50.9086122687323,-0.196944341189394,5.7085222766574,5.07992469287721,1
"C3F7115","C3F7116","Gotland",7.6,"F",46.5074899928862,-2.77513274920045,6.55335742514349,7.0370431123024,0
"C3F7116","C3F7117","Mont Ventoux",10.3,"M",49.6430410244357,0.363904709192044,3.02004902841353,1.52804521485463,1
"C3F7117","C3F7118","Oulu",9.4,"M",50.2958389257779,-0.00885850688335213,4.43973202842648,4.83919451435572,0
"C3F7118","C3F7119","Westerheide",7.8,"M",48.7405248904189,-1.28564493007657,4.84711925915273,4.60498821567855,2
"C3F7119","C3F7120","Whytham Woods",9.7,"M",50.3044956597471,0.129582752955498,4.58950835740488,4.72108556147164,0
"C3F7120","C3F7121","Zvenigorod",6.6,"M",49.2943256999924,-2.00126760043632,5.00309526677137,4.70357113756013,1
"C3F7121","C3F7122","Bagley Wood",10.6,"F",50.1648598834143,-0.282058385035014,5.28037108661778,5.25037278567025,0
"C3F7122","C3F7123","Boshoek",13.7,"F",53.7536313109652,2.84871568125234,5.4383584359791,4.70430612781773,0
"C3F7123","C3F7124","Donana",13.7,"F",49.0132222100327,1.43433412869665,4.63867567473162,4.59494435664127,1
"C3F7124","C3F7125","Forstenrieder park",7.9,"F",48.2530721278919,-1.15012020786408,5.32041277898165,3.73359362217078,1
"C3F7125","C3F7126","Gotland",8.5,"F",48.7790044474023,-1.971023907904,5.18006453631154,5.32152426173733,2
"C3F7126","C3F7127","Mont Ventoux",8.6,"M",49.1495056890471,0.329272358671248,6.12274247341844,5.8516157882661,0
"C3F7127","C3F7128","Oulu",9.8,"M",49.1413419250604,0.34905496661084,3.75196895180529,4.24266395778854,0
"C3F7128","C3F7129","Westerheide",10.5,"M",49.5255158531969,0.435666287104693,4.4354062708135,4.7646668790116,1
"C3F7129","C3F7130","Whytham Woods",9.7,"M",51.3693792195296,0.0278614233588055,5.75371514564987,6.83342172926591,0
"C3F7130","C3F7131","Zvenigorod",11.4,"M",51.2467619635505,2.51348792122278,5.3298539189935,5.71836324084065,0
"C3F7131","C3F7132","Bagley Wood",6.5,"F",46.8125250078758,-2.13903676312706,5.67140253891486,5.59453947566859,1
"C3F7132","C3F7133","Boshoek",12.7,"F",52.1735676183338,2.97840265758061,5.48339399398814,4.9722225392515,0
"C3F7133","C3F7134","Donana",10,"F",46.8064494195607,-1.4977172170357,4.14884669771024,5.00603200104456,1
"C3F7134","C3F7135","Forstenrieder park",9.7,"F",49.8173819434433,0.080025125144941,4.74833327359072,3.74990579529307,1
"C3F7135","C3F7136","Gotland",9.8,"F",50.5278980002344,-0.155613160324189,6.09359728681056,7.53345382442123,3
"C3F7136","C3F7137","Mont Ventoux",8.8,"M",49.5482170171683,-1.12473449956439,4.62066924372985,6.11313034414478,1
"C3F7137","C3F7138","Oulu",7.5,"M",50.3969097410713,-1.12964677784011,4.94104242231404,5.24874065598687,1
"C3F7138","C3F7139","Westerheide",7.5,"M",47.5969446877758,-1.81289384511008,4.5595425347677,3.89348832326214,3
"C3F7139","C3F7140","Whytham Woods",9.5,"M",49.9523476635169,-0.636082512458616,5.10327885111283,5.24200621844088,0
"C3F7140","C3F7141","Zvenigorod",9.4,"M",48.7429853605319,-0.927465635599579,4.90384550364774,6.13712118663223,0
"C3F7141","C3F7142","Bagley Wood",11.7,"F",51.2646247285593,1.94532682463846,5.7838823241632,6.05769331049779,3
"C3F7142","C3F7143","Boshoek",11.5,"F",50.7737521505993,-0.219914923128847,4.12727110437628,5.6930727279191,0
"C3F7143","C3F7144","Donana",9.7,"F",48.7951500053235,-0.491394710023342,4.95688144314385,5.01979537482613,3
"C3F7144","C3F7145","Forstenrieder park",11.9,"F",49.3063389487878,1.49794702642633,4.96239607634814,4.14883333570634,1
"C3F7145","C3F7146","Gotland",8.9,"F",49.3462816598757,-1.89154265689425,5.53460679978285,4.48745557885379,2
"C3F7146","C3F7147","Mont Ventoux",9.7,"M",50.6481402121215,1.07838525513123,5.2691981402648,5.56592637627417,2
"C3F7147","C3F7148","Oulu",11.8,"M",52.9997438704466,2.78943293695801,5.20655660391405,5.60469966577627,0
"C3F7148","C3F7149","Westerheide",9,"M",49.5348368582006,0.423210894861621,5.64716879294442,6.72370609597433,0
"C3F7149","C3F7150","Whytham Woods",8.9,"M",48.866428721379,-1.56564325761794,4.85614860211441,6.78523897258104,2
"C3F7150","C3F7151","Zvenigorod",10.3,"M",50.5693109105995,0.428203003850773,5.66884643948635,7.04709226324811,1
"C3F7151","C3F7152","Bagley Wood",12.2,"F",48.0946558101322,-0.0112580765664603,2.58869142465998,3.35764603101276,0
"C3F7152","C3F7153","Boshoek",13.4,"F",51.9156905249071,2.16775095387304,4.83410117571468,5.83013140513748,0
"C3F7153","C3F7154","Donana",10.1,"F",50.5002775096641,0.528806752385681,4.0202795626863,4.90502218492282,0
"C3F7154","C3F7155","Forstenrieder park",9.3,"F",52.1239354290489,-0.0862713051561255,5.86777736118016,5.52038258527006,0
"C3F7155","C3F7156","Gotland",9.6,"F",48.0559640671595,-1.12322890531889,4.8700558640677,5.02406557146318,0
"C3F7156","C3F7157","Mont Ventoux",7.6,"M",47.9352054729994,-1.98537495855746,3.08271017783808,3.53972580541047,0
"C3F7157","C3F7158","Oulu",9.5,"M",46.6326764979395,-0.902060503665433,3.44214445657874,3.74212116025806,1
"C3F7158","C3F7159","Westerheide",11.7,"M",51.7472500375839,1.93055358455083,5.15055338788046,6.61080312889625,1
"C3F7159","C3F7160","Whytham Woods",6.9,"M",48.9115826377461,-0.583698348312521,4.807570243724,4.87989383783253,1
"C3F7160","C3F7161","Zvenigorod",11.3,"M",50.5830284536942,1.1254161150641,5.15884255744108,3.76333534932284,0
"C3F7161","C3F7162","Bagley Wood",13.8,"F",53.190545108408,3.90669998648903,5.31254297939134,6.38720394076988,2
"C3F7162","C3F7163","Boshoek",8.4,"F",47.741516358786,-1.23825342643259,5.26848201701424,4.86482746219052,1
"C3F7163","C3F7164","Donana",9.8,"F",47.946018730872,-0.760079464814697,4.88401477183654,6.08620754046001,2
"C3F7164","C3F7165","Forstenrieder park",9.1,"F",49.2010842498789,-1.22861491812511,5.32296262839889,6.02884857008283,1
"C3F7165","C3F7166","Gotland",10.2,"F",47.7708001616106,-0.261228021502272,5.09964439768712,5.24786152108902,1
"C3F7166","C3F7167","Mont Ventoux",9.4,"M",48.9120762639458,0.631092170959948,5.5248553243966,6.26764243589316,2
"C3F7167","C3F7168","Oulu",13.2,"M",53.6522120970089,2.53264629475447,5.16059809435229,4.71413561608288,0
"C3F7168","C3F7169","Westerheide",11.7,"M",50.8774298151573,1.74362444977204,5.2252417607045,6.25072822600217,1
"C3F7169","C3F7170","Whytham Woods",11.1,"M",51.1933507898068,1.43334430259546,2.75845895078673,3.08183773995473,2
"C3F7170","C3F7171","Zvenigorod",9,"M",49.5813875327662,-1.97293305950348,4.48194091061148,3.04211932831547,0
"C3F7171","C3F7172","Bagley Wood",7.7,"F",46.9563768290302,-3.09805241573184,5.05165326098882,4.34291502855868,1
"C3F7172","C3F7173","Boshoek",12.9,"F",53.952977218446,2.22829630184436,5.2731399279193,5.59107899794664,0
"C3F7173","C3F7174","Donana",11.3,"F",50.1895985678065,1.38923182937992,5.29840241138028,4.98676435097977,3
"C3F7174","C3F7175","Forstenrieder park",9.5,"F",47.5056808304913,-1.58647027176673,4.632364869403,5.1435001964534,3
"C3F7175","C3F7176","Gotland",10.2,"F",49.2247358565643,-0.0958096483907755,5.57259356203679,5.72541529128397,2
"C3F7176","C3F7177","Mont Ventoux",8.9,"M",48.8038006886935,-0.104153673861199,5.67765202154758,6.09894791646132,1
"C3F7177","C3F7178","Oulu",13.6,"M",54.2271513552179,2.8729269990526,5.16531999236658,3.7725172753455,0
"C3F7178","C3F7179","Westerheide",6.5,"M",47.6465418507595,-1.67659108832539,4.86678478293703,3.88994675774724,0
"C3F7179","C3F7180","Whytham Woods",9.4,"M",51.8413995396583,-0.206058881090801,4.79831503041073,4.73653642392744,2
"C3F7180","C3F7181","Zvenigorod",10.1,"M",51.3929253781187,0.878955081601358,5.70372339064563,5.81002825247437,2
"C3F7181","C3F7182","Bagley Wood",8.4,"F",48.4800536966454,-2.4012825185243,4.87383964232051,5.01799800850076,2
"C3F7182","C3F7183","Boshoek",11.5,"F",50.2427324123956,1.02781540714295,4.75043235140116,3.93451781853276,0
"C3F7183","C3F7184","Donana",13.6,"F",52.9274594825435,2.91588017731817,5.49842512156881,5.99427699775538,1
"C3F7184","C3F7185","Forstenrieder park",11.7,"F",52.6455538269963,2.29452658333976,4.51572485630419,3.73088667673729,1
"C3F7185","C3F7186","Gotland",12.5,"F",54.0958929058264,4.83486872326194,5.60905839251823,5.09587821005832,2
"C3F7186","C3F7187","Mont Ventoux",8.8,"M",49.7319154486846,0.434606981272236,5.95576884894521,6.50717462449967,1
"C3F7187","C3F7188","Oulu",6.6,"M",48.5894913461405,0.225814674572816,5.06927217284537,3.1903225747427,0
"C3F7188","C3F7189","Westerheide",9.1,"M",51.3599520855045,0.533949830524482,4.96705985496104,4.95272870638717,1
"C3F7189","C3F7190","Whytham Woods",11.4,"M",52.0666367981917,2.03013666072522,6.28126213701776,6.21431243961365,1
"C3F7190","C3F7191","Zvenigorod",12,"M",50.951162838642,1.9212886475622,5.51921844204468,3.70327175733604,1
"C3F7191","C3F7192","Bagley Wood",10,"F",48.6397844358648,-0.783051903217659,5.32996026822416,3.77804351547317,2
"C3F7192","C3F7193","Boshoek",10,"F",51.0202857305197,-1.23882265915529,4.87920774142831,4.00258783831238,1
"C3F7193","C3F7194","Donana",7.3,"F",47.6210233135693,-3.11893386047232,4.92419653843039,5.05492116340022,1
"C3F7194","C3F7195","Forstenrieder park",11,"F",51.3559690508708,0.501977560573978,5.17784717903672,2.26718799901272,1
"C3F7195","C3F7196","Gotland",15.6,"F",53.9104105301706,6.57540338852911,5.70103690646114,5.14135596803406,3
"C3F7196","C3F7197","Mont Ventoux",8.4,"M",49.2377484406811,-1.61713174768028,5.08632661259588,5.07714068189704,0
"C3F7197","C3F7198","Oulu",8.4,"M",49.463068750487,0.737780700638974,5.4435088259066,5.44299616967245,0
"C3F7198","C3F7199","Westerheide",9.6,"M",50.4998918208681,0.815056108215718,5.14060872280635,5.81854224769715,2
"C3F7199","C3F7200","Whytham Woods",12.3,"M",50.1428169220862,1.38460200489189,2.77114450737084,2.1380915615884,0
"C3F7200","C3F7001","Zvenigorod",9.4,"M",50.0723076678576,-0.366163918616824,5.35933509718118,5.94643476142338,1
"C3F7001","C3F7002","Bagley Wood",8.7,"F",48.6114362139271,-3.44152060906702,6.13315416264454,5.18483395486972,1
"C3F7002","C3F7003","Boshoek",9.3,"F",48.9395766716859,-0.87535726745724,4.63540294081904,6.38681181169579,0
"C3F7003","C3F7004","Donana",9.7,"F",49.0834523986461,0.261156112012921,5.37615187761444,4.44429373561154,0
"C3F7004","C3F7005","Forstenrieder park",9.5,"F",49.2050531933407,-0.604932024822169,4.48983287846286,4.70844078742837,1
"C3F7005","C3F7006","Gotland",8.4,"F",49.423651930243,-3.60214247107278,5.71704277978027,5.58993814696056,3
"C3F7006","C3F7007","Mont Ventoux",6.3,"M",48.2504086965615,-3.18088792565708,4.26632629582409,4.88474306470271,3
"C3F7007","C3F7008","Oulu",12.9,"M",51.9046867356385,1.73011711182058,4.01077911340208,4.40596368661154,2
"C3F7008","C3F7009","Westerheide",13,"M",52.7972509054403,3.06362433832867,4.54137416069991,2.81921095966267,2
"C3F7009","C3F7010","Whytham Woods",7.3,"M",48.9257028151554,-1.8349810100959,5.19341177349457,6.26036651826399,1
"C3F7010","C3F7011","Zvenigorod",6.9,"M",48.0457285596848,-2.86736864763538,5.55451301730283,4.4063269654366,2
"C3F7011","C3F7012","Bagley Wood",10.2,"F",50.4149508447325,0.713328443686735,5.22360800782979,6.06144629040277,2
"C3F7012","C3F7013","Boshoek",12.2,"F",51.0918184421671,2.48830433981395,6.28897024018752,5.897962737167,0
"C3F7013","C3F7014","Donana",10.8,"F",48.78254798987,-0.740209518846863,3.82545642243024,2.86985103256624,1
"C3F7014","C3F7015","Forstenrieder park",10.3,"F",48.8995193547929,0.155629444280341,4.83514428010999,5.69147005616766,2
"C3F7015","C3F7016","Gotland",10.9,"F",50.5923483425322,-0.24085897114823,4.2932782231635,5.00486820680131,2
"C3F7016","C3F7017","Mont Ventoux",13.1,"M",52.348515349319,2.37408461468756,5.06312239678597,5.11074208762688,5
"C3F7017","C3F7018","Oulu",9.1,"M",49.6499203682954,-1.04088842162804,4.94129329660067,6.50529711135493,0
"C3F7018","C3F7019","Westerheide",9.5,"M",50.5973057321628,1.07801226585021,4.75662205198754,5.05542042789546,1
"C3F7019","C3F7020","Whytham Woods",8.1,"M",47.6912728945973,-1.71516995707176,4.77260001842566,3.77171927444659,2
"C3F7020","C3F7021","Zvenigorod",7.4,"M",48.846062818642,-0.659066344972527,5.1276998415826,4.30236366592327,2
"C3F7021","C3F7022","Bagley Wood",10,"F",48.4765192027898,-3.48822477071136,3.27610894186471,3.72773115975036,2
"C3F7022","C3F7023","Boshoek",11,"F",49.9803453040701,-1.7379599963075,4.18642925935027,4.8286126730865,0
"C3F7023","C3F7024","Donana",9.2,"F",48.2383904774616,0.636182927611631,4.71622232323423,5.11026286956281,0
"C3F7024","C3F7025","Forstenrieder park",7.8,"F",46.9542758435022,-1.52397919553589,5.6258975123916,5.20290006295983,2
"C3F7025","C3F7026","Gotland",6.3,"F",46.9926080407872,-6.07006249901134,5.1389282425508,3.93876704036213,1
"C3F7026","C3F7027","Mont Ventoux",6.5,"M",47.0489973912028,-0.0719866501536678,5.69350863805594,4.46028639115949,0
"C3F7027","C3F7028","Oulu",7.8,"M",50.2047640143152,0.416931388410285,4.72646927991444,6.05083122473432,2
"C3F7028","C3F7029","Westerheide",7.9,"M",47.9219621091292,-1.91224066997327,5.81577018713484,5.81465477602687,1
"C3F7029","C3F7030","Whytham Woods",8.4,"M",48.0521131556431,-1.56924962403324,4.44798817973626,4.83419608220609,1
"C3F7030","C3F7031","Zvenigorod",9.6,"M",49.2753864958799,0.276943208830701,5.61374384887353,5.53897158558563,1
"C3F7031","C3F7032","Bagley Wood",7.3,"F",45.0179421480547,-4.27485991135079,5.25268853420407,4.55837736414359,1
"C3F7032","C3F7033","Boshoek",10.4,"F",51.3053235830702,-0.306096500984034,5.20002432967061,4.30311218688496,0
"C3F7033","C3F7034","Donana",10.3,"F",47.8255134448958,-1.06195146841057,4.84387033372131,4.94492429801775,0
"C3F7034","C3F7035","Forstenrieder park",10.8,"F",48.0978978246625,-1.77848139258642,3.12710372049261,1.9067757745013,1
"C3F7035","C3F7036","Gotland",9.2,"F",48.4318238795233,-2.25445097109321,4.67619303003323,5.16120196771235,2
"C3F7036","C3F7037","Mont Ventoux",7.1,"M",49.6501497274598,-1.4289719256334,5.0070454214476,4.53459833355869,3
"C3F7037","C3F7038","Oulu",14.2,"M",54.4096236779798,3.19932780683554,5.07589499438683,6.03628403426867,1
"C3F7038","C3F7039","Westerheide",11.1,"M",51.9792496376785,1.63963206253307,4.62688986861865,5.42286934345598,1
"C3F7039","C3F7040","Whytham Woods",12.5,"M",51.9159258015087,3.18159391797287,5.46461267998578,3.35368129171407,0
"C3F7040","C3F7041","Zvenigorod",14,"M",52.0772012668552,2.57964576270487,5.10245560617627,6.94886600721716,2
"C3F7041","C3F7042","Bagley Wood",7.5,"F",46.0921896312999,-4.2912568580366,5.34444639017032,5.69011786481015,1
"C3F7042","C3F7043","Boshoek",9.7,"F",49.3436948024401,-1.46568425584942,4.48235244444863,5.66673558072248,1
"C3F7043","C3F7044","Donana",11.7,"F",48.7907079602407,0.0963966702229528,3.90933435793028,2.98871380061073,2
"C3F7044","C3F7045","Forstenrieder park",10.7,"F",50.5851469489799,-1.27620007985968,5.26795358153225,5.10661069865705,0
"C3F7045","C3F7046","Gotland",9.3,"F",48.175201068359,-0.761985370760731,6.42646507712416,5.6845695695884,2
"C3F7046","C3F7047","Mont Ventoux",11,"M",51.2307937911734,0.127266380897402,3.54933397630247,4.75146569690106,1
"C3F7047","C3F7048","Oulu",9.7,"M",50.2610123405997,-0.350849158242303,4.19386324638302,5.01782395522561,0
"C3F7048","C3F7049","Westerheide",10.7,"M",50.5693247212648,1.01896238312735,4.38459205745446,2.31859279647907,2
"C3F7049","C3F7050","Whytham Woods",13.8,"M",52.538156925895,2.99118096727701,5.07026422168708,2.99580417680657,3
"C3F7050","C3F7051","Zvenigorod",10.5,"M",49.6697199328401,0.0400384018055691,5.11107067713613,4.06016966234204,0
"C3F7051","C3F7052","Bagley Wood",9.4,"F",47.7014874296297,-1.51567395711736,4.86637078584431,5.37630632778388,1
"C3F7052","C3F7053","Boshoek",10.8,"F",48.2031022361448,0.0269919482119383,4.71467258976105,6.25355478096991,1
"C3F7053","C3F7054","Donana",8.7,"F",47.3008490585679,-1.9376583436154,5.04671811446953,5.35047853519328,1
"C3F7054","C3F7055","Forstenrieder park",7.7,"F",46.6568340826265,-3.11555091069639,4.63019052784024,5.52097671462047,2
"C3F7055","C3F7056","Gotland",13.3,"F",52.1631044063044,4.09462866119046,5.19789588989421,5.58630188272643,3
